Time,VehicleId,Pos_x,Pos_y,Speed,Lane,Acceleration,LeaderID,LeaderSpeed,LeaderGap,Deceleration,RelativeSpeed,TTC,SafeDistance,hard_brake,danger_accel_toward_leader,leader_stopped,no_reaction_to_stopped_leader,SafeDangerZone,speed_squared,speed_normalized,ttc_risk_critical,ttc_risk_warning,ttc_risk_safe,ttc_inverse,gap_ratio,gap_deficit,gap_deficit_ratio,unsafe_following_severe,unsafe_following_moderate,closing_rate,separating_rate,danger_flag_count,combined_risk_score,speed_x_gap
0.0,10101,-100.0,-1.6,0.0,21,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0,0.0,0.0,0,0,1,0.0010009909810712605,-100.0,1.0,100.0,1,0,0,0,0,0.0,-0.0
0.0006684491978609626,10101,-99.97,-1.6,0.3,21,2.99,-1,-1.0,-1.0,0.0,1.3,999.0,0.09,False,False,False,False,0,0.09,0.0023076923076923075,0,0,1,0.0010009909810712605,-10.0,1.09,10.900000000000002,1,0,0,0,0,0.0,-3.0
0.0013368983957219253,10101,-99.91,-1.6,0.59,21,2.89,-1,-1.0,-1.0,0.0,1.59,999.0,0.177,False,False,False,False,0,0.34809999999999997,0.004538461538461538,0,0,1,0.0010009909810712605,-5.347593582887701,1.177,6.294117647058823,1,0,0,0,0,0.0,-3.155080213903743
0.002005347593582888,10101,-99.83,-1.6,0.84,21,2.57,-1,-1.0,-1.0,0.0,1.84,999.0,0.252,False,False,False,False,0,0.7055999999999999,0.006461538461538461,0,0,1,0.0010009909810712605,-3.8167938931297707,1.252,4.778625954198473,1,0,0,0,0,0.0,-3.206106870229007
0.0026737967914438505,10101,-99.72,-1.6,1.1,21,2.57,-1,-1.0,-1.0,0.0,2.1,999.0,0.33,False,False,False,False,0,1.2100000000000002,0.008461538461538463,0,0,1,0.0010009909810712605,-2.941176470588235,1.33,3.911764705882353,1,0,0,0,0,0.0,-3.235294117647059
0.0033422459893048127,10101,-99.58,-1.6,1.34,21,2.34,-1,-1.0,-1.0,0.0,2.34,999.0,0.402,False,False,False,False,0,1.7956000000000003,0.010307692307692308,0,0,1,0.0010009909810712605,-2.4271844660194173,1.4020000000000001,3.4029126213592233,1,0,0,0,0,0.0,-3.2524271844660193
0.004010695187165776,10101,-99.42,-1.6,1.6,21,2.69,-1,-1.0,-1.0,0.0,2.6,999.0,0.48,False,False,False,False,0,2.5600000000000005,0.012307692307692308,0,0,1,0.0010009909810712605,-2.0408163265306123,1.48,3.020408163265306,1,0,0,0,0,0.0,-3.2653061224489797
0.004679144385026738,10101,-99.24,-1.6,1.87,21,2.66,-1,-1.0,-1.0,0.0,2.87,999.0,0.5609999999999999,False,False,False,False,0,3.4969000000000006,0.014384615384615385,0,0,1,0.0010009909810712605,-1.7513134851138354,1.561,2.733800350262697,1,0,0,0,0,0.0,-3.2749562171628726
0.005347593582887701,10101,-99.03,-1.6,2.06,21,1.95,-1,-1.0,-1.0,0.0,3.06,999.0,0.6180000000000001,False,False,False,False,0,4.2436,0.015846153846153847,0,0,1,0.0010009909810712605,-1.5923566878980888,1.618,2.576433121019108,1,0,0,0,0,0.0,-3.280254777070063
0.006016042780748664,10101,-98.8,-1.6,2.29,21,2.23,-1,-1.0,-1.0,0.0,3.29,999.0,0.687,False,False,False,False,0,5.2441,0.017615384615384616,0,0,1,0.0010009909810712605,-1.4347202295552366,1.687,2.4203730272596844,1,0,0,0,0,0.0,-3.285509325681492
0.0066844919786096255,10101,-98.55,-1.6,2.54,21,2.53,-1,-1.0,-1.0,0.0,3.54,999.0,0.762,False,False,False,False,0,6.4516,0.01953846153846154,0,0,1,0.0010009909810712605,-1.2953367875647668,1.762,2.2823834196891193,1,0,0,0,0,0.0,-3.2901554404145075
0.007352941176470589,10101,-98.28,-1.6,2.7,21,1.6,-1,-1.0,-1.0,0.0,3.7,999.0,0.81,False,False,False,False,0,7.290000000000001,0.02076923076923077,0,0,1,0.0010009909810712605,-1.2195121951219512,1.81,2.2073170731707314,1,0,0,0,0,0.0,-3.2926829268292686
0.008021390374331552,10101,-97.99,-1.6,2.88,21,1.79,-1,-1.0,-1.0,0.0,3.88,999.0,0.8639999999999999,False,False,False,False,0,8.2944,0.022153846153846152,0,0,1,0.0010009909810712605,-1.1441647597254005,1.8639999999999999,2.1327231121281467,1,0,0,0,0,0.0,-3.2951945080091534
0.008689839572192513,10101,-97.68,-1.6,3.05,21,1.67,-1,-1.0,-1.0,0.0,4.05,999.0,0.915,False,False,False,False,0,9.302499999999998,0.02346153846153846,0,0,1,0.0010009909810712605,-1.081081081081081,1.915,2.07027027027027,1,0,0,0,0,0.0,-3.2972972972972965
0.009358288770053475,10101,-97.36,-1.6,3.25,21,2.03,-1,-1.0,-1.0,0.0,4.25,999.0,0.975,False,False,False,False,0,10.5625,0.025,0,0,1,0.0010009909810712605,-1.015228426395939,1.975,2.00507614213198,1,0,0,0,0,0.0,-3.299492385786802
0.010026737967914439,10101,-97.01,-1.6,3.48,21,2.29,-1,-1.0,-1.0,0.0,4.48,999.0,1.044,False,False,False,False,0,12.1104,0.026769230769230767,0,0,1,0.0010009909810712605,-0.9487666034155597,2.044,1.939278937381404,1,0,0,0,0,0.0,-3.301707779886148
0.010695187165775402,10101,-96.63,-1.6,3.78,21,2.98,-1,-1.0,-1.0,0.0,4.779999999999999,999.0,1.134,False,False,False,False,0,14.2884,0.029076923076923077,0,0,1,0.0010009909810712605,-0.8741258741258742,2.134,1.8653846153846154,1,0,0,0,0,0.0,-3.304195804195804
0.011363636363636364,10101,-96.24,-1.6,3.98,21,2.03,-1,-1.0,-1.0,0.0,4.98,999.0,1.194,False,False,False,False,0,15.8404,0.030615384615384614,0,0,1,0.0010009909810712605,-0.8305647840531561,2.194,1.8222591362126246,1,0,0,0,0,0.0,-3.3056478405315612
0.012032085561497327,10101,-95.81,-1.6,4.23,21,2.51,-1,-1.0,-1.0,0.0,5.23,999.0,1.269,False,False,False,False,0,17.892900000000004,0.032538461538461544,0,0,1,0.0010009909810712605,-0.7818608287724785,2.269,1.774042220484754,1,0,1,0,0,0.0,-3.3072713057075847
0.01270053475935829,10101,-95.37,-1.6,4.43,21,2.03,-1,-1.0,-1.0,0.0,5.43,999.0,1.3289999999999995,False,False,False,False,0,19.624899999999997,0.034076923076923074,0,0,1,0.0010009909810712605,-0.7468259895444365,2.3289999999999997,1.7393577296489922,1,0,1,0,0,0.0,-3.3084391336818535
0.013368983957219251,2,94.9,1.6,0.0,14,0.0,-1,-1.0,-1.0,0.0,1.0,999.0,0.0,False,False,False,False,0,0.0,0.0,0,0,1,0.0010009909810712605,-100.0,1.0,100.0,1,0,0,0,0,0.0,-0.0
0.013368983957219251,10101,-94.9,-1.6,4.67,21,2.37,-1,-1.0,-1.0,0.0,5.67,999.0,1.4009999999999998,False,False,False,False,0,21.808899999999998,0.035923076923076926,0,0,1,0.0010009909810712605,-0.7087172218284905,2.401,1.7016300496102057,1,0,1,0,0,0.0,-3.3097094259390505
0.014037433155080214,2,94.02,1.6,8.8,14,87.97,-1,-1.0,-1.0,0.0,9.8,999.0,2.640000000000001,False,False,False,False,0,77.44000000000001,0.0676923076923077,0,0,1,0.0010009909810712605,-0.3773584905660376,3.640000000000001,1.3735849056603773,1,0,1,0,0,0.0,-3.3207547169811313
0.014037433155080214,10101,-94.42,-1.6,4.85,21,1.81,-1,-1.0,-1.0,0.0,5.85,999.0,1.455,False,False,False,False,0,23.522499999999997,0.037307692307692306,0,0,1,0.0010009909810712605,-0.68259385665529,2.455,1.6757679180887373,1,0,1,0,0,0.0,-3.3105802047781565
0.014705882352941178,2,92.56,1.6,14.59,14,57.91,-1,-1.0,-1.0,0.0,15.59,999.0,4.377000000000001,False,False,False,False,0,212.8681,0.11223076923076923,0,0,1,0.0010009909810712605,-0.2279462046956918,5.377000000000001,1.2256667426487349,1,0,1,0,0,0.0,-3.325735126510143
0.014705882352941178,10101,-93.9,-1.6,5.13,21,2.77,-1,-1.0,-1.0,0.0,6.13,999.0,1.539,False,False,False,False,0,26.3169,0.03946153846153846,0,0,1,0.0010009909810712605,-0.6455777921239509,2.5389999999999997,1.6391220142027112,1,0,1,0,0,0.0,-3.311814073595868
0.015374331550802138,2,91.12,1.6,14.42,14,-1.68,-1,-1.0,-1.0,1.68,15.42,999.0,4.326,False,False,False,False,0,207.9364,0.11092307692307692,0,0,1,0.0010009909810712605,-0.23062730627306277,5.326,1.2283210332103323,1,0,1,0,0,0.0,-3.325645756457565
0.015374331550802138,10101,-93.37,-1.6,5.33,21,2.01,-1,-1.0,-1.0,0.0,6.33,999.0,1.5990000000000002,False,False,False,False,0,28.4089,0.041,0,0,1,0.0010009909810712605,-0.6215040397762585,2.599,1.6152889993784958,1,0,1,0,0,0.0,-3.3126165320074574
0.016042780748663103,2,89.63,1.6,14.94,14,5.16,-1,-1.0,-1.0,0.0,15.94,999.0,4.482,False,False,False,False,0,223.2036,0.11492307692307692,0,0,1,0.0010009909810712605,-0.2226179875333927,5.482,1.2203918076580589,1,0,1,0,0,0.0,-3.3259127337488867
0.016042780748663103,10101,-92.81,-1.6,5.55,21,2.21,-1,-1.0,-1.0,0.0,6.55,999.0,1.6649999999999998,False,False,False,False,0,30.8025,0.04269230769230769,0,0,1,0.0010009909810712605,-0.5970149253731344,2.665,1.591044776119403,1,0,1,0,0,0.0,-3.3134328358208958
0.016711229946524065,2,88.15,1.6,14.74,14,-2.0,-1,-1.0,-1.0,2.0,15.74,999.0,4.422,False,False,False,False,0,217.26760000000002,0.11338461538461539,0,0,1,0.0010009909810712605,-0.2256317689530686,5.422,1.223375451263538,1,0,1,0,0,0.0,-3.3258122743682312
0.016711229946524065,10101,-92.23,-1.6,5.82,21,2.7,-1,-1.0,-1.0,0.0,6.82,999.0,1.7460000000000002,False,False,False,False,0,33.872400000000006,0.04476923076923077,0,0,1,0.0010009909810712605,-0.5694760820045557,2.7460000000000004,1.5637813211845104,1,0,1,0,0,0.0,-3.3143507972665143
0.017379679144385027,2,86.7,1.6,14.55,14,-1.82,-1,-1.0,-1.0,1.82,15.55,999.0,4.365,False,False,False,False,0,211.70250000000001,0.11192307692307693,0,0,1,0.0010009909810712605,-0.22857142857142856,5.365,1.2262857142857144,1,0,1,0,0,0.0,-3.3257142857142856
